acn,flight_phase,phase_Climb,phase_Cruise,phase_Descent,phase_Downwind,phase_FinalApproach,phase_Ground/Preflight(UAS),phase_Hovering(UAS),phase_InitialApproach,phase_InitialClimb,phase_Landing,phase_Parked,phase_ReturntoHome(UAS),phase_Takeoff/Launch,phase_Taxi,phase_flightseveraldays,phase_nan,phase_other
1862587,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862880,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861459,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862858,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862809,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1862807,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862788,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862786,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862581,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1862782,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862755,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862748,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1862731,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862721,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1862718,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1862644,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1862630,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862757,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862365,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862605,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862301,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1861720,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861703,Climb; Parked,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1861701,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861680,Hovering (UAS),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1861669,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1861662,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1861656,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861829,Final Approach; Takeoff / Launch,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1861637,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1861620,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861615,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861613,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1861604,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1861585,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1862317,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861554,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1861625,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1861866,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861648,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861550,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862300,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1862287,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861872,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862278,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862276,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862274,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862189,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1862007,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862115,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861875,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861988,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1861979,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1861978,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861949,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1861896,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1862003,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1861890,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871772,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871670,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871693,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871703,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871782,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871699,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1871669,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871747,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871698,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871665,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871513,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1871638,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871628,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871619,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871581,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871569,Other Push-back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1871563,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871542,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1871809,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1871533,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871652,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871564,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872011,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871848,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872136,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872134,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1871480,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872133,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872124,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1872094,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872089,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872088,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871988,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871984,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871978,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871974,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871950,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1871949,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1871948,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871938,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871937,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871935,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871900,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1871877,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871874,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1871864,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1871849,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1871831,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1871093,Initial Climb; Descent,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870337,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870597,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870364,Descent; Initial Approach,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1870361,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1870360,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1870351,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870349,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870348,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1870347,Final Approach; Descent,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870339,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870335,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870334,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870368,Takeoff / Launch; Climb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1870328,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870325,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870323,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870322,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1870318,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870316,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870315,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870312,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870311,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870309,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872153,Landing; Final Approach,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1870326,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870369,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870372,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870374,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870596,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870580,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1870575,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870567,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870527,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870507,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1870473,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870454,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1870444,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1870437,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1870433,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870427,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870392,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870389,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870388,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1870384,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870383,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870382,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870380,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870379,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870378,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870377,Initial Climb; Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870375,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870632,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872167,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1874067,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1872215,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873602,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873584,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873529,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1873528,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1873519,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873465,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873407,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873401,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873334,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1873891,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1873313,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873291,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873281,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1873275,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1873231,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1873223,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873205,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873173,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873158,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873151,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873145,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873300,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1873909,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1874638,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1875049,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1870296,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873338,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872194,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1972878,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968489,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967489,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1963775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1896667,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1895234,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891367,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889638,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1885561,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1885463,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1885426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1885413,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885334,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1884087,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1880083,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1879143,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1879083,Climb; Initial Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1876863,Climb; Initial Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1875725,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1875721,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873093,Cruise; Parked,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872188,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1873069,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1873009,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872503,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872500,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872491,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872474,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872448,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872441,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872431,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1872418,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872393,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1872387,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872506,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872382,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872361,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872351,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872345,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872340,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872329,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872304,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872283,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1872271,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872263,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1872222,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1872377,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872577,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872593,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872606,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872982,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872971,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1872959,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872948,Initial Approach; Final Approach,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1872912,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872911,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872887,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872863,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872795,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872787,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872761,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872729,Climb; Initial Climb,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872724,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872703,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1872678,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872676,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1872665,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1872660,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872654,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872645,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1872639,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872633,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872613,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1873033,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1870275,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867389,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1870252,Final Approach; Landing,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1867763,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1867755,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867746,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1867740,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867726,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867703,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867680,Other Pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1867663,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1867635,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1867602,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867807,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867583,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867580,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867532,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1867526,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1867521,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1867514,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1867440,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867439,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867387,Descent; Taxi,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867341,Parked; Taxi,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1867321,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1867582,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867319,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867811,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1867845,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868527,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1868485,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1868425,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1868413,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1868290,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868241,Taxi; Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1868240,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1868222,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1868220,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1868201,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1867817,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1868186,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1868168,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1868126,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1868109,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868012,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868005,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867962,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1867926,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1867921,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867902,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
